toplevelcustomerid,client_account_number,start_date,last_transaction_date,total_rev_monthly_avg,XGB_Preds,RNN_Preds
141960,AS60136753,2017-05-05,2024-03-09,53,58,63
141978,AS60136771,2017-05-05,2024-03-12,44,62,63
141981,AS60136774,2017-05-05,2024-03-09,15,32,63
141985,AS60136778,2017-05-05,2024-03-09,43,50,63
141997,AS60136790,2017-05-05,2024-03-12,6,26,63
142015,AS60136808,2017-05-08,2024-03-11,220,161,63
142019,AS60136812,2017-05-08,2024-03-11,166,116,63
142028,AS60136821,2017-05-08,2024-03-12,31,41,63
142048,AS60136841,2017-05-09,2024-03-12,647,475,63
142058,AS60136851,2017-05-09,2024-03-12,253,147,63
142078,AS60136871,2017-05-10,2024-03-12,51,43,63
142082,AS60136875,2017-05-10,2024-03-12,42,46,63
142087,AS60136880,2017-05-10,2024-03-12,500,317,63
142090,AS60136883,2017-05-10,2024-03-11,42,51,63
142108,AS60136901,2017-05-10,2024-03-12,106,69,63
142113,AS60136906,2017-05-10,2024-03-11,11,30,63
142186,AS60136979,2017-05-12,2024-03-11,16,32,63
142187,AS60136980,2017-05-12,2024-03-11,85,78,63
142188,AS60136981,2017-05-12,2024-03-11,88,69,63
142194,AS60136987,2017-05-12,2024-03-11,155,118,63
142223,AS60137016,2017-05-12,2024-03-12,75,73,63
142224,AS60137017,2017-05-12,2024-03-11,30,44,63
142241,AS60137034,2017-05-15,2024-03-12,50,46,63
142253,AS60137046,2017-05-15,2024-03-11,68,66,63
142255,AS60137048,2017-05-15,2024-03-12,11,29,63
142263,AS60137056,2017-05-15,2024-03-09,22,34,63
142288,AS60137081,2017-05-16,2024-03-10,30,43,63
142321,AS60137114,2017-05-17,2024-03-11,164,121,63
142326,AS60137119,2017-05-17,2024-03-12,670,445,63
142329,AS60137122,2017-05-17,2024-03-10,4,31,63
142338,AS60137131,2017-05-17,2024-03-12,838,503,63
142340,AS60137133,2017-05-17,2024-03-12,90,81,63
142357,AS60137150,2017-05-18,2024-03-12,146,115,63
142358,AS60137151,2017-05-18,2024-03-10,8,28,63
142360,AS60137153,2017-05-18,2024-03-12,45,53,63
142373,AS60137166,2017-05-18,2024-03-12,773,479,63
142414,AS60137207,2017-05-19,2024-03-11,68,61,63
142429,AS60137222,2017-05-22,2024-03-10,7,27,63
142436,AS60137229,2017-05-22,2024-03-12,135,85,63
142450,AS60137243,2017-05-22,2024-03-11,33,44,63
142464,AS60137257,2017-05-23,2024-03-11,36,45,63
142471,AS60137264,2017-05-23,2024-03-12,51,68,63
142477,AS60137270,2017-05-23,2024-03-09,29,44,63
142496,AS60137289,2017-05-23,2024-03-11,1396,67,63
142503,AS60137296,2017-05-23,2024-03-12,147,121,63
142505,AS60137298,2017-05-23,2024-03-12,27,29,63
142510,AS60137303,2017-05-23,2024-03-12,12,38,63
142557,AS60137350,2017-05-24,2024-03-12,1267,603,63
142629,AS60137422,2017-05-26,2024-03-11,22,36,63
142630,AS60137423,2017-05-26,2024-03-11,4,25,63
142634,AS60137427,2017-05-26,2024-03-12,25,43,63
142664,AS60137457,2017-05-30,2024-03-12,34,45,63
142697,AS60137490,2017-05-31,2024-03-12,1458,1101,63
142702,AS60137495,2017-05-31,2024-03-11,44,50,63
142711,AS60137504,2017-05-31,2024-03-11,50,50,63
142715,AS60137508,2017-05-31,2024-03-12,271,214,63
142722,AS60137515,2017-05-31,2024-03-12,182,143,63
142724,AS60137517,2017-05-31,2024-03-11,46,48,63
142731,AS60137524,2017-06-01,2024-03-12,93,76,63
142761,AS60137554,2017-06-01,2024-03-12,157,122,63
142773,AS60137566,2017-06-02,2024-03-12,1,23,63
142881,AS60137674,2017-06-06,2024-03-12,178,144,63
142894,AS60137687,2017-06-06,2024-03-12,45,51,63
142897,AS60137690,2017-06-06,2024-03-12,61,61,63
142946,AS60137739,2017-06-07,2024-03-12,98,89,63
142964,AS60137757,2017-06-08,2024-03-10,101,96,63
142971,AS60137764,2017-06-08,2024-03-11,41,51,63
143001,AS60137794,2017-06-08,2024-03-12,32,41,63
143012,AS60137805,2017-06-09,2024-03-12,80,62,63
143085,AS60137878,2017-06-12,2024-03-11,216,150,63
143110,AS60137903,2017-06-13,2024-03-11,45,50,63
143112,AS60137905,2017-06-13,2024-03-12,35,43,63
143113,AS60137906,2017-06-13,2024-03-11,11,30,63
143129,AS60137922,2017-06-13,2024-03-12,59,55,63
143140,AS60137933,2017-06-13,2024-03-11,2,23,63
143145,AS60137938,2017-06-13,2024-03-12,63,61,63
143148,AS60137941,2017-06-13,2024-03-11,61,50,63
143202,AS60137995,2017-06-15,2024-03-12,176,131,63
143212,AS60138005,2017-06-15,2024-03-12,65,61,63
143233,AS60138026,2017-06-15,2024-03-12,137,108,63
143257,AS60138050,2017-06-16,2024-03-12,20,35,63
143271,AS60138064,2017-06-16,2024-03-09,42,48,63
143298,AS60138091,2017-06-19,2024-03-12,61,52,63
143303,AS60138096,2017-06-19,2024-03-12,20,29,63
143308,AS60138101,2017-06-19,2024-03-12,38,48,63
143320,AS60138113,2017-06-19,2024-03-12,7,25,63
143327,AS60138120,2017-06-20,2024-03-10,23,38,63
143328,AS60138121,2017-06-20,2024-03-12,208,153,63
143333,AS60138126,2017-06-20,2024-03-14,86,70,63
143375,AS60138166,2017-06-20,2024-03-12,244,190,63
143382,AS60138173,2017-06-20,2024-03-12,84,75,63
143385,AS60138176,2017-06-21,2024-03-12,348,259,63
143389,AS60138180,2017-06-21,2024-03-12,15,29,63
143399,AS60138190,2017-06-21,2024-03-12,264,189,63
143413,AS60138204,2017-06-21,2024-03-12,112,100,63
143462,AS60138253,2017-06-22,2024-03-12,39,37,63
143535,AS60138326,2017-06-26,2024-03-11,63,64,63
143548,AS60138339,2017-06-26,2024-03-12,176,137,63
143549,AS60138340,2017-06-26,2024-03-12,1436,741,63
143550,AS60138341,2017-06-26,2024-03-11,429,287,63
143554,AS60138345,2017-06-26,2024-03-12,110,93,63
143555,AS60138346,2017-06-26,2024-03-12,45,52,63
143581,AS60138372,2017-06-27,2024-03-11,38,49,63
143626,AS60138417,2017-06-28,2024-03-12,45,50,63
143627,AS60138418,2017-06-28,2024-03-12,98,89,63
143651,AS60138442,2017-06-28,2024-03-12,365,259,63
143662,AS60138453,2017-06-29,2024-03-11,44,52,63
143695,AS60138486,2017-06-30,2024-03-12,173,134,63
143717,AS60138508,2017-07-03,2024-03-12,44,49,63
143718,AS60138509,2017-07-03,2024-03-11,39,47,63
143722,AS60138513,2017-07-03,2024-03-14,162,132,63
143733,AS60138524,2017-07-03,2024-03-10,53,56,63
143745,AS60138536,2017-07-04,2024-03-12,224,170,63
143748,AS60138539,2017-07-04,2024-03-12,136,111,63
143759,AS60138550,2017-07-04,2024-03-12,93,80,63
143764,AS60138555,2017-07-04,2024-03-10,78,76,63
143818,AS60138609,2017-07-05,2024-03-12,8,27,63
143824,AS60138615,2017-07-05,2024-03-12,404,296,63
143841,AS60138632,2017-07-06,2024-03-12,124,106,63
143847,AS60138638,2017-07-06,2024-03-12,63,64,63
143856,AS60138647,2017-07-06,2024-03-12,119,100,63
143883,AS60138674,2017-07-07,2024-03-12,205,158,63
143887,AS60138678,2017-07-07,2024-03-12,308,216,63
143888,AS60138679,2017-07-07,2024-03-10,42,47,63
143898,AS60138689,2017-07-07,2024-03-12,1206,658,63
143904,AS60138695,2017-07-10,2024-03-12,452,458,63
143911,AS60138702,2017-07-10,2024-03-12,96,83,63
143920,AS60138711,2017-07-10,2024-03-14,261,184,63
143936,AS60138727,2017-07-10,2024-03-12,31,43,63
143941,AS60138732,2017-07-11,2024-03-11,95,85,63
143967,AS60138758,2017-07-11,2024-03-11,18,36,63
143986,AS60138777,2017-07-11,2024-03-12,286,200,63
144029,AS60138820,2017-07-12,2024-03-10,234,182,63
144030,AS60138821,2017-07-12,2024-03-12,82,77,63
144033,AS60138824,2017-07-12,2024-03-12,101,89,63
144034,AS60138825,2017-07-12,2024-03-10,14,30,63
144042,AS60138833,2017-07-12,2024-03-11,144,113,63
144049,AS60138840,2017-07-12,2024-03-12,73,62,63
144052,AS60138843,2017-07-13,2024-03-11,47,51,63
144071,AS60138862,2017-07-13,2024-03-12,226,170,63
144094,AS60138885,2017-07-14,2024-03-11,48,51,63
144108,AS60138899,2017-07-14,2024-03-13,480,220,63
144111,AS60138902,2017-07-14,2024-03-12,14,27,63
144114,AS60138905,2017-07-14,2024-03-12,67,66,63
144136,AS60138927,2017-07-17,2024-03-12,581,41,63
144169,AS60138960,2017-07-18,2024-03-12,73,71,63
144183,AS60138972,2017-07-18,2024-03-11,20,31,63
144185,AS60138974,2017-07-18,2024-03-12,76,74,63
144190,AS60138979,2017-07-18,2024-03-12,75,77,63
144195,AS60138984,2017-07-18,2024-03-12,90,74,63
144198,AS60138987,2017-07-18,2024-03-11,22,36,63
144199,AS60138988,2017-07-18,2024-03-12,15,32,63
144203,AS60138992,2017-07-18,2024-03-12,60,51,63
144226,AS60139015,2017-07-19,2024-03-12,289,221,63
144280,AS60139069,2017-07-20,2024-03-12,84,71,63
144284,AS60139073,2017-07-20,2024-03-12,157,121,63
144300,AS60139089,2017-07-20,2024-03-11,350,41,63
144308,AS60139097,2017-07-20,2024-03-14,141,117,63
144374,AS60139163,2017-07-24,2024-03-12,44,39,63
144377,AS60139166,2017-07-24,2024-03-12,31,43,63
144390,AS60139179,2017-07-24,2024-03-11,19,34,63
144411,AS60139200,2017-07-24,2024-03-12,80,54,63
144428,AS60139217,2017-07-25,2024-03-12,200,155,63
144439,AS60139228,2017-07-25,2024-03-12,461,305,63
144441,AS60139230,2017-07-25,2024-03-12,239,180,63
144476,AS60139265,2017-07-25,2024-03-12,274,205,63
144490,AS60139279,2017-07-26,2024-03-11,61,63,63
144499,AS60139288,2017-07-26,2024-03-11,92,84,63
144512,AS60139301,2017-07-26,2024-03-12,302,212,63
144515,AS60139304,2017-07-26,2024-03-11,210,151,63
144529,AS60139318,2017-07-26,2024-03-11,277,248,63
144566,AS60139355,2017-07-28,2024-03-12,91,75,63
144580,AS60139369,2017-07-28,2024-03-09,16,33,63
144582,AS60139371,2017-07-28,2024-03-12,506,345,63
144603,AS60139392,2017-07-31,2024-03-12,200,150,63
144605,AS60139394,2017-07-31,2024-03-10,41,49,63
144607,AS60139396,2017-07-31,2024-03-14,562,342,63
144613,AS60139402,2017-07-31,2024-03-12,47,52,63
144616,AS60139405,2017-08-01,2024-03-12,52,56,63
144618,AS60139407,2017-08-01,2024-03-11,42,39,63
144624,AS60139413,2017-08-01,2024-03-11,49,50,63
144653,AS60139442,2017-08-01,2024-03-12,44,53,63
144711,AS60139500,2017-08-03,2024-03-12,79,72,63
144722,AS60139511,2017-08-03,2024-03-12,83,81,63
144727,AS60139516,2017-08-03,2024-03-13,66,67,63
144735,AS60139524,2017-08-03,2024-03-12,41,50,63
144754,AS60139543,2017-08-04,2024-03-12,211,146,63
144764,AS60139553,2017-08-04,2024-03-12,63,62,63
144831,AS60139620,2017-08-08,2024-03-12,18,39,63
144845,AS60139634,2017-08-08,2024-03-12,343,228,63
144949,AS60139738,2017-08-10,2024-03-12,42,40,63
144950,AS60139739,2017-08-10,2024-03-11,27,41,63
144960,AS60139749,2017-08-10,2024-03-10,58,58,63
144990,AS60139779,2017-08-11,2024-03-12,292,199,63
144993,AS60139782,2017-08-11,2024-03-10,24,36,63
144997,AS60139786,2017-08-11,2024-03-12,227,170,63
145011,AS60139800,2017-08-14,2024-03-12,76,73,63
145023,AS60139812,2017-08-14,2024-03-12,6,26,63
145043,AS60139832,2017-08-14,2024-03-12,215,160,63
145058,AS60139847,2017-08-15,2024-03-12,60,63,63
145063,AS60139852,2017-08-15,2024-03-12,24,39,63
145086,AS60139875,2017-08-15,2024-03-12,9,26,63
145088,AS60139877,2017-08-15,2024-03-09,41,50,63
145091,AS60139880,2017-08-15,2024-03-12,163,123,63
145103,AS60139892,2017-08-16,2024-03-10,68,73,63
145124,AS60139913,2017-08-16,2024-03-12,45,48,63
145138,AS60139927,2017-08-16,2024-03-11,26,40,63
145170,AS60139959,2017-08-17,2024-03-11,58,71,63
145179,AS60139968,2017-08-17,2024-03-11,77,73,63
145190,AS60139979,2017-08-17,2024-03-12,17,29,63
145208,AS60139997,2017-08-18,2024-03-12,189,151,63
145215,AS60140004,2017-08-18,2024-03-12,64,70,63
145216,AS60140005,2017-08-18,2024-03-12,69,68,63
145219,AS60140008,2017-08-18,2024-03-12,57,68,63
145247,AS60140036,2017-08-21,2024-03-12,61,62,63
145249,AS60140038,2017-08-21,2024-03-12,46,51,63
145255,AS60140044,2017-08-21,2024-03-10,82,73,63
145300,AS60140089,2017-08-22,2024-03-12,41,53,63
145317,AS60140106,2017-08-22,2024-03-12,142,115,63
145336,AS60140125,2017-08-23,2024-03-12,101,115,63
145338,AS60140127,2017-08-23,2024-03-12,24,40,63
145344,AS60140133,2017-08-23,2024-03-09,14,31,63
145363,AS60140152,2017-08-23,2024-03-11,10,28,63
145368,AS60140157,2017-08-24,2024-03-11,95,72,63
145435,AS60140224,2017-08-25,2024-03-10,98,85,63
145475,AS60140264,2017-08-29,2024-03-12,38,48,63
145479,AS60140268,2017-08-29,2024-03-12,652,543,63
145495,AS60140284,2017-08-30,2024-03-12,30,39,63
145506,AS60140295,2017-08-30,2024-03-12,85,78,63
145507,AS60140296,2017-08-30,2024-03-12,23,37,63
145509,AS60140298,2017-08-30,2024-03-14,93,84,63
145512,AS60140301,2017-08-30,2024-03-12,44,52,63
145515,AS60140304,2017-08-30,2024-03-12,95,86,63
145539,AS60140328,2017-08-31,2024-03-12,80,72,63
145545,AS60140334,2017-08-31,2024-03-11,66,79,63
145556,AS60140345,2017-08-31,2024-03-09,35,46,63
145566,AS60140355,2017-09-01,2024-03-12,616,494,63
145587,AS60140376,2017-09-01,2024-03-12,161,132,63
145608,AS60140397,2017-09-04,2024-03-10,57,57,63
145612,AS60140401,2017-09-04,2024-03-12,9,28,63
145620,AS60140409,2017-09-04,2024-03-12,25,38,63
145637,AS60140426,2017-09-05,2024-03-12,129,102,63
145647,AS60140436,2017-09-05,2024-03-12,47,54,63
145661,AS60140450,2017-09-05,2024-03-12,139,104,63
145692,AS60140481,2017-09-06,2024-03-12,54,65,63
145721,AS60140510,2017-09-07,2024-03-12,219,160,63
145742,AS60140531,2017-09-07,2024-03-12,49,50,63
145757,AS60140546,2017-09-07,2024-03-09,14,30,63
145769,AS60140558,2017-09-08,2024-03-12,45,62,63
145781,AS60140570,2017-09-08,2024-03-12,65,133,63
145804,AS60140593,2017-09-11,2024-03-12,92,77,63
145849,AS60140638,2017-09-12,2024-03-09,22,37,63
145855,AS60140644,2017-09-12,2024-03-11,50,56,63
145871,AS60140660,2017-09-12,2024-03-12,7,29,63
145880,AS60140669,2017-09-13,2024-03-12,78,72,63
145897,AS60140686,2017-09-13,2024-03-09,50,55,63
145921,AS60140710,2017-09-14,2024-03-12,29,39,63
145937,AS60140726,2017-09-14,2024-03-09,18,35,63
145946,AS60140735,2017-09-14,2024-03-12,199,146,63
145954,AS60140743,2017-09-15,2024-03-11,174,135,63
145974,AS60140763,2017-09-15,2024-03-11,57,57,63
146001,AS60140790,2017-09-18,2024-03-12,53,59,63
146004,AS60140793,2017-09-18,2024-03-09,10,29,63
146010,AS60140799,2017-09-18,2024-03-12,89,76,63
146049,AS60140838,2017-09-19,2024-03-10,15,31,63
146055,AS60140844,2017-09-19,2024-03-12,295,205,63
146060,AS60140849,2017-09-19,2024-03-12,20,33,63
146080,AS60140869,2017-09-20,2024-03-12,157,124,63
146104,AS60140893,2017-09-20,2024-03-12,57,53,63
146119,AS60140908,2017-09-21,2024-03-12,106,90,63
146134,AS60140923,2017-09-21,2024-03-12,349,262,63
146142,AS60140931,2017-09-21,2024-03-12,70,61,63
146147,AS60140936,2017-09-21,2024-03-10,21,36,63
146165,AS60140954,2017-09-22,2024-03-11,47,55,63
146182,AS60140971,2017-09-22,2024-03-10,33,41,63
146185,AS60140974,2017-09-22,2024-03-11,34,44,63
146188,AS60140977,2017-09-22,2024-03-11,141,133,63
146199,AS60140988,2017-09-22,2024-03-12,77,69,63
146201,AS60140990,2017-09-22,2024-03-09,205,152,63
146204,AS60140993,2017-09-22,2024-03-12,210,160,63
146213,AS60141002,2017-09-22,2024-03-12,118,98,63
146261,AS60141050,2017-09-26,2024-03-11,71,75,63
146272,AS60141061,2017-09-26,2024-03-14,3190,3496,63
146276,AS60141065,2017-09-26,2024-03-11,48,43,63
146391,AS60141180,2017-09-28,2024-03-12,82,71,63
146421,AS60141210,2017-09-29,2024-03-12,107,89,63
146425,AS60141214,2017-09-29,2024-03-12,197,163,63
146445,AS60141234,2017-10-02,2024-03-10,22,36,63
146489,AS60141278,2017-10-03,2024-03-12,160,121,63
146503,AS60141292,2017-10-03,2024-03-12,288,200,63
146510,AS60141299,2017-10-04,2024-03-12,108,81,63
146525,AS60141314,2017-10-04,2024-03-11,23,36,63
146558,AS60141347,2017-10-05,2024-03-11,765,521,63
146569,AS60141358,2017-10-05,2024-03-12,1972,763,63
146574,AS60141363,2017-10-05,2024-03-11,33,43,63
146591,AS60141380,2017-10-06,2024-03-11,2,25,63
146631,AS60141420,2017-10-06,2024-03-12,42,49,63
146650,AS60141439,2017-10-09,2024-03-11,41,47,63
146655,AS60141444,2017-10-09,2024-03-12,18,35,63
146663,AS60141452,2017-10-09,2024-03-12,143,116,63
146680,AS60141469,2017-10-09,2024-03-11,25,37,63
146695,AS60141484,2017-10-10,2024-03-12,249,199,63
146743,AS60141532,2017-10-11,2024-03-09,23,37,63
146750,AS60141539,2017-10-11,2024-03-09,19,35,63
146757,AS60141546,2017-10-11,2024-03-11,17,34,63
146761,AS60141550,2017-10-11,2024-03-11,228,186,63
146766,AS60141555,2017-10-11,2024-03-12,24,35,63
146775,AS60141564,2017-10-11,2024-03-11,19,40,63
146782,AS60141571,2017-10-11,2024-03-13,4,34,63
146805,AS60141594,2017-10-12,2024-03-12,77,71,63
146809,AS60141598,2017-10-12,2024-03-12,466,345,63
146830,AS60141619,2017-10-13,2024-03-12,773,624,63
146869,AS60141658,2017-10-13,2024-03-12,291,216,63
146874,AS60141663,2017-10-13,2024-03-12,635,420,63
146923,AS60141712,2017-10-17,2024-03-12,82,81,63
146949,AS60141738,2017-10-17,2024-03-12,962,880,63
146991,AS60141780,2017-10-18,2024-03-12,23,38,63
147009,AS60141798,2017-10-18,2024-03-12,776,513,63
147014,AS60141803,2017-10-18,2024-03-14,296,211,63
147017,AS60141806,2017-10-18,2024-03-12,43,46,63
147019,AS60141808,2017-10-18,2024-03-13,44,53,63
147041,AS60141830,2017-10-19,2024-03-11,16,30,63
147056,AS60141845,2017-10-19,2024-03-12,30,41,63
147064,AS60141853,2017-10-19,2024-03-12,59,65,63
147071,AS60141860,2017-10-19,2024-03-11,55,60,63
147113,AS60141902,2017-10-20,2024-03-12,52,55,63
147129,AS60141918,2017-10-20,2024-03-12,124,90,63
147140,AS60141929,2017-10-20,2024-03-12,629,460,63
147168,AS60141957,2017-10-20,2024-03-12,24,38,63
147173,AS60141962,2017-10-21,2024-03-11,24,35,63
147189,AS60141978,2017-10-21,2024-03-12,84,77,63
147203,AS60141992,2017-10-23,2024-03-12,25,37,63
147258,AS60142047,2017-10-24,2024-03-12,119,99,63
147275,AS60142064,2017-10-24,2024-03-12,248,180,63
147285,AS60142074,2017-10-24,2024-03-12,113,96,63
147288,AS60142077,2017-10-24,2024-03-12,61,66,63
147291,AS60142080,2017-10-24,2024-03-11,57,57,63
147327,AS60142116,2017-10-25,2024-03-12,497,313,63
147329,AS60142118,2017-10-25,2024-03-12,87,93,63
147331,AS60142120,2017-10-25,2024-03-11,64,64,63
147449,AS60142238,2017-10-27,2024-03-12,18,33,63
147456,AS60142245,2017-10-27,2024-03-11,355,250,63
147460,AS60142249,2017-10-30,2024-03-12,28,39,63
147486,AS60142275,2017-10-30,2024-03-10,34,44,63
147511,AS60142300,2017-10-31,2024-03-11,40,48,63
147516,AS60142305,2017-10-31,2024-03-11,100,89,63
147523,AS60142312,2017-10-31,2024-03-11,78,70,63
147531,AS60142320,2017-10-31,2024-03-11,23,43,63
147534,AS60142323,2017-10-31,2024-03-12,18,29,63
147555,AS60142344,2017-11-01,2024-03-12,59,52,63
147581,AS60142370,2017-11-02,2024-03-11,32,41,63
147587,AS60142376,2017-11-02,2024-03-11,295,41,63
147591,AS60142380,2017-11-02,2024-03-12,477,401,63
147620,AS60142409,2017-11-02,2024-03-12,258,197,63
147642,AS60142431,2017-11-03,2024-03-12,128,99,63
147675,AS60142464,2017-11-03,2024-03-11,80,77,63
147681,AS60142470,2017-11-03,2024-03-11,14,30,63
147688,AS60142477,2017-11-03,2024-03-12,768,856,63
147711,AS60142500,2017-11-06,2024-03-12,192,151,63
147728,AS60142517,2017-11-07,2024-03-12,21,35,63
147743,AS60142532,2017-11-07,2024-03-12,93,76,63
147750,AS60142539,2017-11-07,2024-03-12,157,121,63
147760,AS60142549,2017-11-07,2024-03-14,20,34,63
147771,AS60142560,2017-11-08,2024-03-12,94,86,63
147803,AS60142592,2017-11-08,2024-03-11,859,505,63
147806,AS60142595,2017-11-08,2024-03-12,172,135,63
147808,AS60142597,2017-11-08,2024-03-11,91,65,63
147810,AS60142599,2017-11-08,2024-03-11,245,179,63
147814,AS60142603,2017-11-09,2024-03-12,76,78,63
147856,AS60142645,2017-11-09,2024-03-12,912,564,63
147858,AS60142647,2017-11-09,2024-03-12,185,145,63
147890,AS60142679,2017-11-10,2024-03-12,156,120,63
147901,AS60142690,2017-11-10,2024-03-11,93,86,63
147948,AS60142737,2017-11-13,2024-03-12,19,39,63
147949,AS60142738,2017-11-13,2024-03-12,377,258,63
147986,AS60142775,2017-11-14,2024-03-11,88,83,63
147990,AS60142779,2017-11-14,2024-03-11,17,29,63
147993,AS60142782,2017-11-14,2024-03-11,158,120,63
147999,AS60142788,2017-11-14,2024-03-12,55,58,63
148054,AS60142843,2017-11-15,2024-03-14,120,101,63
148059,AS60142848,2017-11-15,2024-03-13,73,68,63
148061,AS60142850,2017-11-15,2024-03-12,24,36,63
148068,AS60142857,2017-11-15,2024-03-12,24,36,63
148121,AS60142910,2017-11-16,2024-03-11,77,71,63
148129,AS60142918,2017-11-16,2024-03-12,66,66,63
148156,AS60142945,2017-11-16,2024-03-12,358,251,63
148165,AS60142954,2017-11-16,2024-03-11,34,45,63
148217,AS60143006,2017-11-18,2024-03-12,105,91,63
148228,AS60143017,2017-11-20,2024-03-12,177,328,63
148259,AS60143048,2017-11-20,2024-03-12,507,361,63
148274,AS60143063,2017-11-21,2024-03-11,7,38,63
148277,AS60143066,2017-11-21,2024-03-12,164,123,63
148282,AS60143071,2017-11-21,2024-03-12,52,64,63
148286,AS60143075,2017-11-21,2024-03-10,11,28,63
148302,AS60143091,2017-11-21,2024-03-12,158,126,63
148349,AS60143138,2017-11-22,2024-03-11,17,34,63
148352,AS60143141,2017-11-22,2024-03-12,40,48,63
148413,AS60143202,2017-11-24,2024-03-09,6,26,63
148436,AS60143225,2017-11-24,2024-03-12,24,36,63
148458,AS60143247,2017-11-24,2024-03-12,170,130,63
148459,AS60143248,2017-11-24,2024-03-12,174,134,63
148510,AS60143299,2017-11-27,2024-03-12,69,58,63
148511,AS60143300,2017-11-27,2024-03-11,53,57,63
148538,AS60143327,2017-11-28,2024-03-12,33,46,63
148539,AS60143328,2017-11-28,2024-03-12,2732,837,63
148596,AS60143385,2017-11-28,2024-03-12,15,33,63
148612,AS60143401,2017-11-29,2024-03-10,28,31,63
148613,AS60143402,2017-11-29,2024-03-11,12,30,63
148632,AS60143421,2017-11-29,2024-03-11,42,49,63
148641,AS60143430,2017-11-30,2024-03-12,29,41,63
148643,AS60143432,2017-11-30,2024-03-12,146,113,63
148663,AS60143452,2017-11-30,2024-03-12,82,77,63
148698,AS60143487,2017-12-01,2024-03-09,19,33,63
148710,AS60143499,2017-12-01,2024-03-11,39,49,63
148716,AS60143505,2017-12-01,2024-03-12,90,83,63
148717,AS60143506,2017-12-01,2024-03-11,107,90,63
148721,AS60143510,2017-12-01,2024-03-12,136,103,63
148727,AS60143516,2017-12-01,2024-03-12,306,209,63
148728,AS60143517,2017-12-01,2024-03-12,138,114,63
148742,AS60143531,2017-12-01,2024-03-12,256,179,63
148760,AS60143549,2017-12-04,2024-03-11,15,40,63
148774,AS60143563,2017-12-04,2024-03-10,35,45,63
148775,AS60143564,2017-12-04,2024-03-12,64,62,63
148790,AS60143579,2017-12-05,2024-03-13,165,126,63
148803,AS60143592,2017-12-05,2024-03-12,76,65,63
